,Is safe from accidents,Has comftarble seating,Gives me the ability to work read and sleep,Is relaxing,Is mostly on time,Can interact with tohers,Is clean,Is good for the environment,Is a good value for the money,Is convienent to use,Overall Rating
5848,3,7,3,9,6,3,9,7,2,4,7
5849,2,3,7,2,2,5,7,9,8,8,1
5850,9,2,8,10,7,6,5,6,10,3,2
5851,5,5,8,9,4,6,5,2,2,9,8
5852,7,9,10,6,7,4,6,5,5,1,4
5853,6,7,3,5,2,10,3,5,10,2,10
5854,7,5,5,1,1,3,5,3,2,3,10
5855,9,7,1,3,8,8,8,9,4,6,7
5856,1,6,2,1,4,8,3,9,3,7,7
5857,5,3,6,5,2,7,1,6,10,8,5
5858,1,3,10,1,9,1,8,1,2,9,5
5859,4,2,5,2,3,8,5,7,10,7,8
5860,2,6,1,8,3,1,1,7,1,6,8
5861,4,10,3,8,4,4,10,8,10,6,10
5862,9,10,7,10,6,8,9,7,1,2,1
5863,1,10,7,4,4,8,5,9,8,7,4
5864,1,4,4,7,8,7,7,10,10,8,7
5865,5,6,9,3,9,8,4,10,3,6,6
5866,1,5,8,1,10,4,5,9,4,6,2
5867,8,1,6,4,10,1,8,10,3,1,2
5868,10,7,3,10,8,10,6,7,8,9,10
5869,3,8,8,4,1,7,3,3,7,4,2
5870,6,10,6,2,3,3,10,7,1,6,4
5871,7,2,4,4,1,8,5,3,4,9,3
5872,4,7,2,4,5,10,7,10,2,10,3
5873,4,9,8,7,7,9,5,3,9,7,6
5874,1,3,6,3,1,10,3,2,8,10,10
5875,3,8,10,10,3,3,4,1,8,9,4
5876,5,6,6,2,8,5,3,4,6,3,3
5877,1,2,3,7,2,9,4,3,7,3,9
5878,3,2,6,4,4,10,2,7,5,9,8
5879,6,2,1,9,1,4,3,4,8,10,8
5880,2,9,10,1,8,9,9,4,3,3,5
5881,4,6,10,6,4,8,10,1,10,5,2
5882,9,5,10,6,7,7,3,4,6,2,9
5883,6,10,7,1,9,5,9,7,6,8,3
5884,6,2,3,2,3,5,6,1,3,10,9
5885,7,6,3,7,5,4,5,2,4,2,10
5886,6,8,4,7,9,5,10,10,9,10,4
5887,10,6,9,8,10,6,4,6,9,1,2
5888,8,10,7,2,8,4,3,3,7,8,8
5889,3,10,1,7,5,4,3,10,10,10,1
5890,6,1,5,7,5,8,8,3,10,7,10
5891,6,8,5,6,3,10,9,8,4,4,10
5892,8,7,6,10,1,6,10,6,8,7,2
5893,3,2,3,4,10,3,10,2,6,3,10
5894,4,5,2,1,1,8,3,6,10,4,3
5895,2,9,2,8,6,6,10,9,2,2,4
5896,9,9,3,5,5,3,8,4,2,3,6
5897,5,1,3,8,9,6,5,1,9,1,6
5898,7,2,4,2,8,2,8,7,6,6,1
5899,9,10,4,9,9,4,5,8,7,9,3
5900,6,9,8,8,3,10,7,6,10,8,5
5901,7,9,10,7,4,7,4,9,8,3,2
5902,8,6,2,6,8,6,6,4,8,1,10
5903,6,2,9,8,5,2,3,1,3,10,3
5904,8,9,3,3,3,6,4,4,7,3,2
5905,9,7,7,5,7,2,8,3,5,1,1
5906,2,2,6,9,6,6,6,4,7,4,4
5907,8,8,1,7,2,2,10,7,7,7,2
5908,9,5,4,2,9,4,3,9,9,6,2
5909,10,7,4,4,7,8,3,1,6,3,8
5910,1,7,6,9,6,5,7,2,7,6,9
5911,1,3,10,3,9,5,9,6,5,1,3
5912,10,1,6,4,7,6,1,7,1,2,10
5913,2,5,8,5,8,10,8,3,8,10,9
5914,6,3,4,8,2,9,10,1,1,4,4
5915,9,5,3,7,6,10,7,7,5,1,9
5916,9,2,10,3,3,9,4,4,4,7,4
5917,8,9,5,2,6,6,9,5,9,9,3
5918,7,7,3,2,2,6,4,7,6,8,3
5919,9,3,7,9,3,3,2,1,9,3,4
5920,10,2,7,6,7,7,9,5,3,1,6
5921,2,5,1,3,10,10,2,6,8,6,10
5922,3,7,1,2,4,4,1,10,4,4,2
5923,7,10,2,1,3,7,1,10,2,7,2
5924,10,1,3,1,3,5,2,2,10,10,5
5925,1,5,1,5,2,6,2,3,5,1,10
5926,6,6,7,9,1,1,2,4,4,6,5
5927,10,10,7,1,7,6,2,2,7,6,3
5928,4,4,9,5,10,5,6,2,5,10,1
5929,2,5,10,6,5,4,3,10,7,7,2
5930,2,3,7,1,1,4,8,6,10,7,4
5931,1,5,10,8,7,6,6,7,3,3,8
5932,2,9,3,6,1,3,9,8,7,5,7
5933,4,1,1,1,7,7,6,4,7,7,3
5934,4,7,2,6,1,9,3,10,3,3,4
5935,7,9,4,9,1,9,3,9,10,2,3
5936,1,1,7,2,3,9,3,10,5,8,9
5937,7,4,4,6,4,5,10,10,8,5,6
5938,9,10,6,2,7,6,10,4,10,6,9
5939,9,2,3,4,4,6,3,9,4,2,5
5940,2,2,1,3,7,5,2,1,3,4,9
5941,4,4,3,3,3,5,5,4,4,3,5
5942,2,7,7,10,7,4,5,2,3,1,2
5943,9,4,3,6,8,6,2,4,8,10,4
5944,2,8,5,7,3,7,8,8,8,2,6
5945,4,2,7,4,10,2,9,6,7,7,8
5946,7,3,9,3,6,5,5,4,1,7,8
5947,6,10,10,3,3,1,5,2,4,1,6
5948,10,5,4,4,6,2,5,9,7,6,3
5949,2,3,4,2,1,5,2,3,1,9,1
5950,5,2,10,9,6,4,3,5,9,7,8
5951,9,1,9,5,8,8,10,2,1,10,4
5952,5,6,6,7,1,4,10,7,4,5,8
5953,8,7,7,9,5,9,10,1,5,6,6
5954,8,2,10,6,4,1,5,5,2,6,2
5955,4,2,4,10,5,4,9,5,8,10,6
5956,3,5,3,2,10,7,3,8,10,10,3
5957,8,1,1,3,4,6,7,9,8,8,6
5958,1,4,7,8,10,4,9,5,5,3,10
5959,3,9,2,1,1,3,8,1,2,4,9
5960,7,3,9,9,1,1,1,10,8,4,6
5961,8,7,7,5,9,6,10,4,5,7,1
5962,9,8,2,2,4,8,8,6,2,5,1
5963,9,6,3,3,6,3,4,10,3,4,6
5964,1,10,5,9,1,2,8,1,4,4,6
5965,10,10,4,4,4,8,10,4,9,10,10
5966,7,5,6,1,1,1,2,8,1,10,1
5967,4,9,5,3,9,10,7,7,9,7,9
5968,6,6,10,9,1,1,1,9,8,3,4
5969,8,10,3,8,3,6,2,8,8,9,3
5970,6,1,9,5,2,6,1,3,1,10,9
5971,1,6,6,6,10,9,2,10,6,3,7
5972,9,10,10,6,10,4,6,9,8,10,8
5973,8,7,9,6,6,8,7,8,9,8,2
5974,3,7,8,10,2,9,3,7,5,10,4
5975,7,3,10,8,10,4,3,4,10,7,6
5976,6,2,10,4,8,3,9,2,7,7,8
5977,7,5,8,6,10,6,6,10,10,2,2
5978,6,8,8,1,8,2,7,2,10,4,5
5979,1,5,9,3,3,4,8,8,3,10,7
5980,7,8,5,5,8,8,3,8,10,8,10
5981,5,6,10,9,8,8,10,8,7,3,1
5982,2,7,4,7,10,6,3,2,3,6,7
5983,8,6,7,2,2,8,1,1,3,10,4
5984,3,3,7,2,4,2,10,7,9,4,5
5985,5,1,5,1,5,4,6,7,3,6,10
5986,7,4,9,7,9,6,5,6,6,10,7
5987,7,3,2,10,1,2,1,6,6,2,5
5988,1,1,2,2,6,10,4,5,4,2,5
5989,5,3,8,6,6,5,9,10,2,1,3
5990,1,7,1,6,4,5,7,3,9,8,8
5991,6,4,3,10,6,8,9,7,2,5,6
5992,4,2,4,5,4,8,5,3,9,4,6
5993,5,2,8,5,10,2,9,6,4,7,4
5994,1,1,2,3,5,2,7,8,2,8,4
5995,7,7,8,6,6,10,3,7,4,2,6
5996,3,7,6,3,4,6,4,2,5,2,5
5997,7,3,4,10,8,3,8,9,7,2,3
5998,6,2,2,7,8,7,7,6,7,3,5
5999,3,2,5,1,7,2,10,6,5,5,2
6000,8,2,3,5,3,1,7,5,4,9,5
6001,6,9,5,1,10,6,5,8,8,2,6
6002,5,7,8,2,7,7,9,8,3,4,3
6003,1,9,1,3,8,4,8,1,6,5,2
6004,3,8,2,4,6,9,3,7,7,9,2
6005,2,1,3,3,1,9,9,7,10,9,7
6006,4,8,10,8,8,3,4,4,7,2,5
6007,9,7,7,2,5,4,7,6,1,5,5
6008,9,10,5,3,4,3,7,9,1,8,5
6009,10,6,6,5,3,9,10,8,3,1,8
6010,6,1,6,5,10,6,2,6,9,4,9
6011,9,5,4,1,6,2,6,8,5,10,3
6012,4,6,7,5,1,10,1,9,5,3,6
6013,1,5,7,7,3,4,10,7,6,3,4
6014,1,5,1,8,1,4,7,6,10,6,3
6015,7,10,6,2,6,10,9,8,1,9,5
6016,8,6,2,7,9,3,8,7,5,2,9
6017,5,9,1,9,9,10,4,2,9,8,10
6018,6,5,6,9,4,8,5,6,2,6,6
6019,5,5,7,4,6,10,2,9,10,7,6
6020,10,7,10,5,9,7,3,4,7,1,3
6021,9,8,8,1,6,6,5,1,2,10,5
6022,6,10,3,4,9,2,9,6,2,10,5
6023,2,6,3,8,5,5,10,2,9,8,3
6024,4,8,4,5,10,10,6,5,2,2,5
6025,2,4,3,8,5,3,8,7,1,2,8
6026,3,9,6,2,1,8,7,2,9,10,6
6027,4,5,4,1,2,4,9,1,7,3,10
6028,3,5,1,9,4,2,3,1,5,10,8
6029,4,7,10,4,4,6,4,3,6,7,7
6030,9,1,10,5,4,6,8,7,1,2,9
6031,10,3,6,8,4,8,2,6,5,3,4
6032,1,4,6,1,8,2,4,7,2,7,9
6033,2,4,6,10,1,4,3,9,7,4,2
6034,2,7,7,1,1,7,4,5,1,6,5
6035,8,7,6,3,9,8,5,3,8,7,5
6036,10,3,5,9,1,9,3,9,8,10,9
6037,8,4,8,6,6,7,4,4,1,4,7
6038,9,1,9,9,6,3,4,5,2,2,9
6039,6,4,5,10,4,3,9,3,6,4,7
6040,6,4,1,1,10,4,6,4,10,8,4
6041,8,10,7,4,1,9,8,8,5,3,5
6042,8,5,1,10,9,7,7,3,6,8,10
6043,7,5,1,5,8,7,4,4,9,9,3
6044,8,2,7,8,4,2,8,10,10,2,10
6045,2,3,7,6,1,5,10,6,7,5,4
6046,3,4,9,4,1,8,7,5,8,4,6
6047,6,7,4,9,5,4,9,9,1,8,9
6048,3,8,7,5,7,5,2,10,6,7,8
6049,1,7,3,3,6,2,4,7,3,1,1
6050,8,9,1,2,10,6,5,6,7,5,6
6051,9,8,5,4,7,8,2,1,2,6,2
6052,6,2,1,9,8,10,2,3,8,5,7
6053,5,5,4,5,4,3,5,1,2,3,4
6054,3,3,8,6,3,1,6,10,7,10,5
6055,7,5,2,5,5,6,10,9,6,10,2
6056,8,7,1,7,7,1,3,3,9,9,6
6057,2,5,10,6,1,8,9,2,4,6,7
6058,5,5,6,4,9,9,7,6,10,8,6
6059,6,1,4,9,6,5,2,1,3,2,7
6060,9,2,8,10,4,4,1,4,1,1,9
6061,8,5,2,5,2,1,10,7,1,6,2
6062,10,6,4,7,3,6,3,10,9,7,4
6063,10,8,5,6,8,6,8,1,3,6,9
6064,7,9,8,3,7,9,7,7,6,2,2
6065,1,7,10,5,2,7,4,2,8,10,8
6066,3,5,8,9,6,9,6,5,4,7,6
6067,1,1,1,7,3,8,7,2,9,5,5
6068,9,10,4,1,4,8,1,3,4,9,7
6069,10,6,9,1,4,8,1,4,7,1,10
6070,2,10,4,5,2,6,9,6,6,6,1
6071,5,7,5,10,5,7,3,4,5,4,1
6072,8,1,7,2,7,2,3,9,9,2,2
6073,9,8,5,4,5,2,1,2,4,8,6
6074,7,6,10,9,7,4,10,8,4,6,9
6075,9,5,1,3,1,9,6,5,9,10,9
6076,9,5,3,5,5,5,4,4,4,8,3
6077,10,6,7,2,7,7,9,9,7,7,10
6078,3,8,4,7,10,6,9,10,2,1,5
6079,8,3,6,10,7,3,1,5,2,7,7
6080,8,2,5,4,2,7,4,1,3,5,9
6081,8,7,2,4,4,4,1,3,7,4,1
6082,5,8,8,5,9,6,9,3,5,4,9
6083,5,1,9,7,5,10,9,10,3,7,1
6084,10,8,7,6,7,5,3,2,9,10,10
6085,2,10,10,1,4,9,6,5,3,10,2
6086,10,9,9,5,10,2,8,3,3,6,9
6087,4,2,3,6,5,6,4,10,8,4,9
6088,4,4,3,9,1,4,10,2,8,7,7
6089,1,9,5,7,2,1,7,10,5,1,7
6090,4,1,7,1,2,5,3,5,7,2,5
6091,9,6,7,6,9,6,8,3,10,6,10
6092,1,7,1,7,7,7,1,7,6,10,8
6093,9,5,10,5,2,4,10,1,3,7,3
6094,2,8,9,3,1,5,4,10,7,10,4
6095,7,10,5,5,5,8,8,4,5,4,1
6096,3,3,7,6,4,7,10,7,8,1,3
6097,3,9,4,6,2,4,3,10,7,8,7
6098,8,9,8,3,2,5,3,6,10,4,7
6099,7,4,9,3,9,2,6,8,5,6,6
6100,4,3,4,5,6,8,6,10,7,2,5
6101,6,10,1,10,2,5,6,10,9,6,2
6102,7,7,10,2,7,5,9,1,7,8,10
6103,3,4,3,10,8,10,6,5,9,3,3
6104,3,7,1,6,5,5,7,7,9,10,1
6105,4,6,8,7,8,7,1,10,10,3,5
6106,7,8,5,4,4,6,8,5,1,3,6
6107,2,8,9,4,10,5,5,3,7,5,3
6108,7,5,9,10,3,4,3,3,5,2,8
6109,5,9,4,8,5,4,4,10,8,4,8
6110,10,5,4,4,5,6,8,7,3,8,1
6111,2,1,6,3,2,3,10,2,2,6,9
6112,1,8,4,1,1,4,8,4,3,3,1
6113,4,10,10,8,5,2,7,10,7,3,8
6114,10,4,5,3,8,7,3,2,4,5,3
6115,8,6,10,7,7,4,1,1,2,6,4
6116,10,7,9,8,3,2,3,5,3,6,6
6117,6,4,1,2,5,5,4,4,2,3,10
6118,8,6,2,6,8,2,6,4,3,5,7
6119,8,5,4,7,5,1,10,9,3,3,5
6120,5,5,8,3,6,8,1,3,1,4,1
6121,6,6,2,3,3,4,8,9,9,1,4
6122,6,7,8,6,9,5,9,4,1,3,7
6123,1,1,9,3,9,5,8,6,1,4,2
6124,7,2,2,4,8,4,1,5,5,9,8
6125,3,6,2,3,2,5,7,5,6,1,8
6126,4,1,4,2,8,4,4,10,8,8,7
6127,4,1,2,8,4,8,4,3,10,7,7
6128,10,10,1,9,6,10,8,8,1,9,8
6129,7,7,10,5,5,8,9,1,1,4,6
6130,6,6,9,2,9,9,9,5,1,8,2
6131,9,5,3,2,7,5,3,7,6,7,3
6132,6,5,7,6,2,1,7,1,10,7,1
6133,4,9,2,10,8,9,1,10,4,10,5
6134,1,1,5,9,1,3,8,6,1,3,1
6135,1,10,4,5,6,10,1,1,6,9,10
6136,8,4,4,3,4,8,1,2,6,3,5
6137,6,5,7,1,2,2,1,3,10,1,2
6138,3,1,6,4,1,8,6,1,3,2,9
6139,5,4,4,7,1,5,2,7,1,6,2
6140,9,1,5,1,7,1,4,3,5,1,2
6141,4,9,9,3,1,3,1,3,7,1,7
6142,1,7,4,8,4,5,10,6,2,2,8
6143,1,9,4,10,5,7,10,7,6,4,8
6144,3,6,10,7,1,5,1,6,7,2,2
6145,9,1,9,10,9,1,3,2,1,1,8
6146,3,5,5,5,10,10,6,9,7,9,2
6147,1,1,3,8,9,10,6,3,9,1,6
6148,5,6,5,3,4,3,9,7,4,5,8
6149,10,3,8,3,9,2,4,1,4,8,5
6150,9,1,2,1,5,4,3,2,2,8,7
6151,8,1,4,4,5,1,4,9,5,3,7
6152,5,10,6,3,3,4,9,6,6,1,10
6153,7,1,8,3,9,6,2,3,1,5,3
6154,3,5,2,10,2,2,10,6,8,1,1
6155,1,9,4,9,2,5,8,3,7,6,9
6156,9,10,10,2,8,9,5,2,2,6,3
6157,1,8,7,1,3,6,3,10,3,10,5
6158,10,9,5,10,7,3,7,5,10,9,7
6159,1,10,2,5,3,3,5,1,9,2,1
6160,8,1,8,8,8,8,8,1,4,1,4
6161,10,7,3,6,6,8,8,10,9,4,5
6162,5,10,5,5,5,4,8,1,6,4,8
6163,9,10,4,2,7,9,7,6,5,10,2
6164,1,9,2,1,6,8,3,8,7,3,10
6165,2,2,5,5,4,10,1,4,5,3,6
6166,2,10,6,2,2,6,4,4,3,3,3
6167,10,3,3,9,9,4,10,1,8,6,4
6168,10,10,1,3,5,4,5,10,3,1,10
6169,4,9,3,5,8,1,5,10,9,1,1
6170,9,3,8,1,1,3,10,6,1,5,1
6171,4,5,10,2,9,9,7,3,4,2,7
6172,2,10,4,10,1,7,9,9,4,5,2
6173,6,10,6,2,2,1,2,5,3,9,2
6174,3,7,7,6,8,7,2,7,4,5,1
6175,1,9,1,10,1,1,2,6,1,7,3
6176,2,2,1,4,7,2,9,10,7,9,3
6177,5,2,5,6,1,9,10,8,5,1,7
6178,2,7,2,10,8,5,2,1,8,6,7
6179,2,10,8,10,6,3,2,4,8,3,5
6180,9,5,8,2,8,8,2,10,3,6,7
6181,5,2,7,10,9,6,9,3,2,4,8
6182,5,5,4,1,2,2,9,7,9,6,9
6183,8,3,6,2,10,4,5,3,3,1,6
6184,4,7,7,8,6,4,1,8,1,8,9
6185,4,9,5,2,8,6,10,3,8,2,8
6186,8,10,4,10,10,4,9,1,1,3,9
6187,3,10,4,2,9,3,7,8,8,3,3
6188,10,4,8,1,9,6,6,1,4,10,9
6189,10,4,5,8,1,9,2,7,5,7,6
6190,6,4,10,8,5,1,10,5,8,8,7
6191,8,5,3,9,10,2,10,10,10,8,4
6192,9,9,9,5,4,7,5,5,5,3,7
6193,9,10,1,7,8,8,8,4,2,1,6
6194,4,1,10,6,1,4,4,5,2,8,10
6195,5,5,6,8,8,6,2,10,4,3,3
6196,2,8,3,3,1,9,7,7,10,1,10
6197,10,2,10,4,3,5,5,10,10,2,3
6198,5,1,7,9,7,2,3,7,3,7,3
6199,7,7,10,8,8,3,3,3,3,4,2
6200,1,2,2,10,7,1,10,10,1,7,3
6201,1,1,3,7,10,2,1,10,10,5,1
6202,5,6,2,5,4,2,3,10,10,3,3
6203,4,9,9,7,6,6,7,1,2,10,2
6204,2,7,8,3,3,10,5,6,7,2,8
6205,2,9,8,9,10,10,2,7,4,5,9
6206,6,3,8,3,7,5,8,7,10,10,7
6207,6,9,7,10,9,10,9,4,3,6,5
6208,7,10,8,5,8,4,7,7,2,1,10
6209,1,2,8,7,2,10,7,7,4,3,3
6210,2,5,2,2,9,1,1,1,7,3,8
6211,6,9,10,10,4,2,9,10,10,4,3
6212,1,7,3,9,3,1,3,2,8,3,2
6213,3,9,8,5,10,6,6,5,5,6,9
6214,10,2,1,3,3,5,1,7,4,7,10
6215,5,1,9,9,5,3,7,8,3,7,4
6216,5,6,4,9,1,4,1,10,6,2,4
6217,2,8,4,1,7,1,2,2,6,6,8
6218,1,2,6,4,7,1,7,5,10,7,1
6219,8,10,1,7,3,10,6,9,2,7,5
6220,6,4,3,6,2,6,9,9,3,1,2
6221,7,1,3,7,7,3,10,5,3,6,10
6222,10,6,9,7,8,10,6,3,3,1,5
6223,3,3,8,6,6,7,10,7,3,3,7
6224,5,5,9,7,9,3,9,1,1,2,6
6225,9,7,5,10,4,8,8,9,3,10,7
6226,2,4,1,6,3,2,8,2,10,9,3
6227,7,9,10,4,8,7,9,7,8,2,7
6228,2,1,7,1,5,5,4,8,10,6,2
6229,4,4,5,3,8,8,3,5,10,9,6
6230,3,7,9,9,7,6,9,7,3,8,9
6231,9,2,6,10,10,8,8,4,8,8,8
6232,9,10,6,5,2,4,5,6,5,1,2
6233,9,2,6,7,2,9,8,10,5,1,10
6234,10,9,4,2,3,8,5,6,7,5,3
6235,5,8,5,10,1,9,9,1,1,8,4
6236,5,6,7,4,9,9,8,1,7,1,3
6237,1,10,6,9,10,2,8,7,8,4,1
6238,7,2,1,10,5,4,4,6,1,10,9
6239,8,5,3,4,1,6,1,6,4,5,8
6240,2,6,6,1,1,8,3,7,5,4,7
6241,5,4,5,6,4,9,1,9,10,9,1
6242,7,2,3,7,3,5,5,3,3,5,6
6243,4,1,5,10,4,10,1,1,10,6,1
6244,10,7,8,4,10,5,3,6,2,9,8
6245,3,10,7,1,5,8,8,9,3,8,10
6246,2,2,3,10,4,6,10,2,7,9,7
6247,3,4,3,4,2,10,1,8,4,8,5
6248,7,4,3,10,7,8,8,4,3,3,4
6249,1,7,6,6,7,5,7,3,6,5,4
6250,8,5,5,5,3,7,8,8,6,2,4
6251,10,8,5,8,2,4,2,10,3,6,2
6252,2,6,10,9,2,3,5,10,10,8,3
6253,10,9,1,1,8,7,9,2,2,1,8
6254,1,7,5,8,6,8,4,9,6,9,5
6255,7,6,4,7,10,7,2,4,5,8,3
6256,4,6,6,4,1,1,5,5,4,6,10
6257,1,3,10,10,9,4,7,10,3,9,9
6258,7,4,10,1,4,3,4,8,9,8,8
6259,9,8,10,8,9,9,10,4,6,10,1
6260,3,9,7,7,2,7,7,10,2,3,4
6261,6,7,4,2,3,7,3,6,8,1,7
6262,3,1,5,1,7,7,1,3,2,2,9
6263,3,4,9,1,7,2,3,9,9,9,3
6264,7,2,3,10,6,3,8,7,6,4,9
6265,10,2,6,3,7,8,3,9,8,4,1
6266,6,6,9,7,7,10,9,7,3,1,3
6267,5,5,9,4,2,8,7,8,10,3,7
6268,2,1,4,8,2,5,2,8,1,5,6
6269,8,7,6,1,5,4,2,10,6,2,3
6270,4,6,5,2,3,2,6,5,2,8,7
6271,7,6,9,2,7,6,3,1,4,7,6
6272,9,8,8,10,3,1,5,1,3,3,8
6273,10,10,3,8,5,10,10,9,2,5,3
6274,5,6,1,9,10,2,3,4,5,8,9
6275,10,9,9,8,1,5,9,9,3,2,3
6276,2,6,3,5,3,8,2,2,3,1,5
6277,1,2,4,2,7,3,3,10,6,9,7
6278,4,2,3,1,5,9,2,9,10,1,5
6279,6,5,4,7,4,9,2,1,2,3,5
6280,9,4,2,10,8,2,2,6,6,3,9
6281,9,6,6,6,9,9,5,5,9,3,3
6282,1,9,3,6,5,8,6,8,9,3,3
6283,4,5,6,7,9,5,1,10,5,3,1
6284,4,1,1,4,2,8,5,9,2,4,2
6285,8,5,4,1,7,5,5,7,1,10,6
6286,4,7,8,10,5,7,7,1,7,8,2
6287,1,8,1,3,8,1,4,9,3,2,6
6288,5,2,5,3,2,2,1,3,8,9,10
6289,3,10,6,9,7,3,2,7,5,10,7
6290,6,8,3,6,8,10,10,8,5,9,9
6291,5,3,6,5,4,2,8,9,6,1,3
6292,7,5,8,4,6,5,10,1,6,7,8
6293,1,1,10,1,3,7,6,2,10,9,10
6294,10,10,4,7,7,7,9,9,9,10,1
6295,7,6,6,4,4,7,1,4,3,8,2
6296,9,4,5,6,9,8,8,8,5,5,3
6297,4,4,4,5,4,7,1,3,8,7,6
6298,3,6,6,5,4,5,7,4,4,10,7
6299,9,7,1,9,5,1,5,1,1,3,4
6300,6,8,3,6,4,4,10,9,8,1,7
6301,4,1,9,6,7,10,6,7,7,2,8
6302,1,1,2,1,10,2,7,3,8,8,8
6303,7,4,6,7,6,5,5,2,8,5,3
6304,9,9,2,1,5,10,8,4,4,9,6
6305,7,7,2,2,6,10,10,8,4,3,3
6306,2,2,3,10,2,2,5,2,3,6,2
6307,1,4,3,3,3,10,10,3,5,6,8
6308,3,4,9,3,7,9,10,7,9,10,10
6309,1,2,2,5,10,6,6,8,6,10,5
6310,3,6,6,8,5,7,8,5,2,1,4
6311,10,7,6,10,8,4,3,10,9,3,5
6312,9,5,10,7,3,9,1,6,6,9,1
6313,10,10,8,8,6,9,8,9,1,8,8
6314,3,10,6,2,1,6,8,3,7,9,5
6315,2,10,3,6,5,7,6,3,5,2,8
6316,7,8,7,6,2,9,9,5,3,4,8
6317,2,9,1,1,7,1,4,7,9,5,8
6318,1,3,5,10,8,10,2,6,8,8,8
6319,5,2,9,5,2,8,4,4,1,8,9
6320,5,8,2,7,6,7,6,9,3,6,7
6321,1,2,4,2,5,6,4,8,2,7,7
6322,3,2,4,1,7,9,8,6,4,9,3
6323,5,7,1,4,6,3,10,10,1,1,10
6324,2,6,7,10,2,9,4,2,10,4,8
6325,6,10,1,5,1,3,3,5,5,6,8
6326,9,3,2,9,3,3,10,3,9,4,1
6327,3,4,1,2,8,9,5,7,8,2,3
6328,9,5,10,5,10,7,4,10,2,10,5
6329,1,2,8,1,8,3,3,8,9,5,9
6330,3,10,4,3,8,2,5,6,1,3,1
6331,6,5,8,4,5,1,7,1,9,5,3
6332,10,7,6,9,6,8,8,5,4,10,3
6333,2,9,4,3,9,2,8,2,6,6,3
6334,8,7,6,7,5,3,1,5,2,6,9
6335,9,1,7,6,5,1,8,1,3,5,1
6336,4,4,8,7,2,6,10,9,4,10,9
6337,2,3,4,2,8,6,6,5,4,8,10
6338,7,1,7,2,10,6,1,9,3,1,2
6339,9,6,4,10,2,2,10,1,6,8,5
6340,7,4,2,9,1,10,2,1,4,10,7
6341,9,7,4,9,6,4,7,5,10,7,9
6342,9,8,5,4,10,9,6,6,4,2,1
6343,9,4,1,8,10,10,3,10,5,10,3
6344,10,10,2,7,5,8,4,8,9,6,10
6345,4,4,10,9,5,3,2,7,2,4,2
6346,1,7,3,2,2,9,9,7,3,8,7
6347,5,1,7,6,3,7,9,8,1,6,3
6348,1,5,5,8,5,9,6,8,8,7,4
6349,1,2,8,1,10,7,5,2,9,5,9
6350,3,2,6,9,2,1,3,2,5,2,6
6351,6,3,4,1,5,7,1,4,5,9,10
6352,4,1,1,5,2,10,7,7,10,10,2
6353,7,9,6,1,4,9,8,3,5,2,10
6354,8,2,10,9,5,10,6,5,6,8,2
6355,2,8,10,4,9,10,6,2,8,2,5
6356,10,5,1,5,1,3,2,9,3,9,9
6357,7,5,2,6,2,5,5,8,6,7,8
6358,9,9,7,4,5,4,6,1,8,1,5
6359,5,4,9,2,10,7,10,2,9,3,5
6360,5,1,2,2,9,6,2,7,3,9,9
6361,5,2,5,7,3,4,6,5,8,5,2
6362,5,4,5,10,6,9,6,3,4,5,9
6363,1,9,9,2,4,10,5,1,5,10,3
6364,8,10,3,3,9,7,1,7,3,3,7
6365,10,10,7,2,1,3,2,9,1,3,5
6366,9,1,9,3,4,9,4,1,8,9,9
6367,7,10,5,8,1,2,9,9,10,2,4
6368,10,2,1,7,3,2,3,8,2,4,1
6369,10,6,6,7,4,8,6,4,5,2,5
6370,7,9,7,5,7,6,4,10,6,7,8
6371,4,7,4,8,10,9,3,9,1,5,9
6372,7,7,6,6,9,7,8,6,3,1,5
6373,2,3,6,5,9,5,5,1,6,1,4
6374,3,9,2,6,1,2,2,6,5,1,3
6375,3,6,5,2,9,10,5,10,5,8,10
6376,5,4,2,2,7,10,9,5,4,9,9
6377,8,8,2,6,1,6,2,2,9,5,7
6378,7,8,4,1,4,8,6,5,6,9,1
6379,5,10,7,2,3,5,8,5,7,5,10
6380,10,10,7,3,1,8,5,6,7,3,3
6381,10,7,3,8,7,9,8,4,4,5,5
6382,5,6,6,3,1,10,8,10,6,3,6
6383,5,4,8,1,3,5,1,5,7,1,2
6384,4,10,6,6,3,5,6,8,9,4,9
6385,5,3,2,5,4,4,8,2,10,7,7
6386,5,6,7,2,10,2,9,4,9,10,1
6387,5,4,9,8,2,5,2,6,3,8,3
6388,10,1,4,9,8,1,9,10,3,1,1
6389,1,1,1,1,4,3,4,7,9,7,9
6390,8,10,7,6,5,8,1,4,1,4,7
6391,1,6,5,8,5,9,7,4,8,2,10
6392,10,3,4,1,6,8,6,1,7,3,9
6393,7,3,7,10,9,10,1,10,9,4,2
6394,9,2,10,10,3,6,9,3,8,9,10
6395,9,6,6,1,8,8,4,2,4,9,6
6396,8,1,5,3,9,4,2,8,8,10,1
6397,4,2,4,2,9,10,5,4,4,1,6
6398,4,2,8,2,7,2,5,2,1,1,2
6399,8,4,4,2,7,7,4,6,5,7,9
6400,8,6,6,2,5,1,7,6,8,6,7
6401,9,2,8,1,10,7,9,6,4,2,1
6402,7,1,1,9,9,3,10,6,1,10,4
6403,2,2,1,3,2,9,7,4,2,9,6
